,Show startmenu,,Desktop icon,,Switch the desktop,,Resize the taskbar,,Show and update the clock,,Search for program,,Manage quick launch items,,Taskbar settings,,Change window size,,Show desktop,,"Manage file sytem, drive, directories and files",,Run... dialog,,Drag and drop,,Manage tray icons,,Persistent user state,,General Purpose Code,
DWebBrowserEvents2IF::FrameBeforeNavigate,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::FrameNavigateComplete,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::FrameNewWindow,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::NavigateComplete2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::NavigateError,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::NewWindow2,0,4,0,4,1,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4
DWebBrowserEvents2IF::OnAddressbar,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::OnFullscreen,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::OnMenubar,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::OnQuit,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::OnStatusbar,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::OnTheatermode,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::OnToolbar,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::OnVisible,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::PrivacyImpactedStateChange,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::ProgressChange,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
DWebBrowserEvents2IF::PropertyChange,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
DWebBrowserEvents2IF::SetSecureLockIcon,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::StatusTextChange,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
DWebBrowserEvents2IF::TitleChange,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
DWebBrowserEvents2IF::TitleIconChange,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::WindowActivate,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
DWebBrowserEvents2IF::WindowClosing,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::WindowMove,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4
DWebBrowserEvents2IF::WindowResize,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
DWebBrowserEvents2IF::WindowSetHeight,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::WindowSetLeft,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::WindowSetResizable,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::WindowSetTop,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::WindowSetWidth,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
DWebBrowserEvents2IF::~DWebBrowserEvents2IF,1,3,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4
EditController::EditController,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EditController::WndProc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entry::create_absolute_pidl,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0
Entry::do_context_menu,0,2,0,1,0,2,0,2,0,1,0,1,0,1,1,1,0,2,0,2,0,1,0,2,0,2,0,1,0,2,0,2
Entry::Entry,1,3,1,3,0,4,0,4,0,4,1,3,1,3,0,4,0,4,1,3,1,3,1,3,0,4,1,3,0,3,2,2
Entry::extract_icon,0,3,1,1,0,3,0,3,0,4,0,4,1,3,0,4,0,4,1,3,0,3,0,4,0,4,1,3,0,4,2,2
Entry::find_entry,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
Entry::free_subentries,0,4,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,4,1,2,0,3,0,4,0,4,1,2,2,2
Entry::GetUIObjectOf,1,1,1,1,0,0,0,1,0,1,0,2,0,1,0,2,0,0,1,1,0,2,0,2,0,2,0,1,0,1,0,2
Entry::get_next_path_component,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
Entry::get_path,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Entry::get_path_base,0,3,0,3,0,3,0,4,0,4,0,3,0,3,0,3,0,4,0,3,2,2,0,3,0,4,0,3,0,2,2,2
Entry::get_shell_folder,0,1,0,2,0,1,0,2,0,2,1,1,0,2,0,2,0,2,0,1,1,0,1,1,0,2,0,2,1,1,1,1
Entry::launch_entry,0,2,0,2,1,1,0,2,0,2,0,2,1,1,0,2,0,2,0,1,1,0,1,1,0,2,0,1,0,1,0,2
Entry::read_directory,0,1,0,1,0,1,0,2,0,2,1,1,0,1,0,2,0,2,0,1,2,0,1,1,0,2,0,1,1,1,1,1
Entry::read_directory_base,0,3,0,3,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,3,2,1,0,3,0,4,0,4,1,3,1,2
Entry::read_tree,1,2,0,2,1,2,0,3,0,3,1,2,0,2,0,3,0,3,1,2,1,2,1,2,0,3,0,2,1,2,2,1
Entry::safe_extract_icon,2,2,1,2,0,3,0,4,0,4,0,4,1,3,0,4,0,4,1,3,0,4,0,4,0,4,1,3,0,4,1,3
Entry::smart_scan,1,3,0,4,0,4,0,5,0,5,1,4,0,4,0,5,0,5,0,4,1,2,1,4,0,5,0,4,0,5,1,3
Entry::sort_directory,0,4,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,2,1,0,4,0,4,0,4,0,3,2,1
Entry::~Entry,0,4,1,2,0,3,0,3,0,3,0,4,0,3,0,4,0,4,0,3,0,4,0,4,0,4,0,3,0,3,2,2
EnumFormatEtcImpl::Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnumFormatEtcImpl::EnumFormatEtcImpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnumFormatEtcImpl::Next,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnumFormatEtcImpl::Reset,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnumFormatEtcImpl::Skip,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EnumFormatEtcImpl::~EnumFormatEtcImpl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EventConnection::EventConnection,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0
EventConnection::~EventConnection,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
EventConnector::EventConnector,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,4,2,2
ExecuteDialog::WndProc,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
ExplorerAboutDlg::ExplorerAboutDlg,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,3,0,4,0,5,0,5,0,5,1,4
ExplorerAboutDlg::Paint,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,4,0,5,0,5,0,5,0,5,1,3
ExplorerAboutDlg::WndProc,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,4,0,5,0,5,0,5,0,5,1,3
ExplorerAboutDlg::~ExplorerAboutDlg,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,3,0,5,0,5,0,5,0,5,2,3
ExplorerCmd::EvaluateOption,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExplorerCmd::ExplorerCmd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExplorerCmd::IsValidPath,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExplorerCmd::ParseCmdLine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExplorerGlobals::DWORD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExplorerGlobals::ExplorerGlobals,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
ExplorerGlobals::get_cfg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExplorerGlobals::init,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ExplorerGlobals::read_persistent,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
ExplorerGlobals::write_persistent,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
ExtContextMenuHandlerT::ExtContextMenuHandlerT,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
ExtContextMenuHandlerT::WndProc,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
FATChildWndInfo::FATChildWndInfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FATDirectory::FATDirectory,0,11,0,11,0,11,0,11,0,11,1,10,0,11,0,11,0,11,0,11,10,1,2,9,0,11,1,10,0,10,1,10
FATDirectory::find_entry,0,10,0,10,0,10,0,10,0,10,1,9,0,10,0,10,0,10,0,10,8,2,2,8,0,10,0,10,0,9,1,8
FATDirectory::get_next_path_component,0,9,0,9,0,9,0,9,0,9,1,8,0,9,0,9,0,9,0,9,7,2,1,7,0,8,0,8,0,7,0,6
FATDirectory::read_dir,0,9,0,9,0,9,0,9,0,9,1,8,0,9,0,9,0,9,0,9,7,2,1,8,0,9,0,9,0,8,1,8
FATDirectory::read_directory,0,10,0,10,0,10,0,10,0,10,1,9,0,10,0,10,0,10,0,10,9,1,2,8,0,10,0,10,0,9,0,10
FATDirectory::~FATDirectory,0,9,0,9,0,9,0,9,0,9,1,8,0,9,0,9,0,9,0,9,8,1,2,7,0,9,1,8,0,8,0,9
FATDrive::FATDrive,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,7,0,0,8,0,8,0,8,0,8,2,5
FATDrive::get_cache_buffer,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,6,0,0,7,0,7,0,7,1,6,1,5
FATDrive::read_cache,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,6,0,5,5,0,0,5,0,6,0,5,1,4,1,4
FATDrive::read_FAT,1,7,1,7,1,7,1,7,1,7,1,7,1,7,1,7,0,8,1,7,6,1,1,7,1,7,1,7,2,6,2,5
FATDrive::read_sector,1,7,1,7,1,7,1,7,1,7,1,7,0,8,1,7,0,8,1,7,6,1,1,7,0,8,1,7,2,6,2,5
FATDrive::reset_cache,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,6,0,0,6,0,6,0,6,1,5,1,5
FATDrive::small_cache,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,6,5,1,0,7,0,7,0,7,1,6,1,5
FATDrive::~FATDrive,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,4,0,0,7,0,7,0,7,0,7,0,7
FATEntry::create_absolute_pidl,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,1,1
FATEntry::FATEntry,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,1,1
FATEntry::get_path,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,1,1
Favorites::import_IE_favorites,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
Favorites::read,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
Favorites::write,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
FavoritesMenu::AddEntries,1,0,0,5,0,4,1,4,0,5,0,5,0,5,1,4,0,5,0,5,0,5,0,5,0,4,1,4,0,5,0,4
FavoritesMenu::Command,1,1,0,4,0,3,0,4,0,4,0,4,1,3,1,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3
FavoritesMenu::FavoritesMenu,1,2,0,6,0,5,1,5,0,6,0,6,1,5,1,5,1,4,0,5,0,6,0,6,0,6,0,6,0,6,0,5
FileChildWindow::activate_entry,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,0,9,7,2,0,10,0,10,0,10,0,10,1,8
FileChildWindow::collapse_entry,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,1,8,7,2,0,10,0,10,0,10,0,10,1,7
FileChildWindow::Command,2,9,1,10,1,10,1,10,1,10,1,10,1,10,1,10,1,8,1,8,6,4,1,9,1,10,1,10,1,10,3,7
FileChildWindow::create,1,10,0,11,0,9,1,10,1,10,0,10,1,10,1,10,1,9,0,10,7,3,1,10,0,11,0,11,2,9,3,7
FileChildWindow::expand_entry,0,10,0,10,0,10,0,10,0,10,0,9,0,10,0,10,0,9,0,9,7,3,0,10,0,10,0,10,0,10,2,7
FileChildWindow::FileChildWindow,0,10,0,10,1,8,0,10,0,10,0,9,1,9,0,10,0,8,0,9,8,1,0,10,0,10,0,10,0,10,1,8
FileChildWindow::get_root,0,10,0,11,1,10,0,11,0,11,0,11,1,10,0,11,1,9,0,11,7,1,0,11,0,11,0,11,1,9,1,9
FileChildWindow::jump_to_int,0,10,0,10,1,9,0,10,0,10,0,10,0,10,0,10,0,9,0,10,7,3,0,10,0,10,0,10,0,10,1,8
FileChildWindow::Notify,0,10,0,10,0,10,0,10,1,9,0,10,0,10,1,9,0,8,1,9,6,3,1,8,1,9,1,9,0,10,3,7
FileChildWindow::refresh,0,10,0,10,1,9,0,10,0,10,0,10,0,10,0,10,0,8,1,9,7,2,0,10,0,10,0,10,0,10,2,6
FileChildWindow::resize_children,0,10,0,10,0,10,1,9,0,10,0,10,0,10,0,10,6,1,0,9,4,6,0,10,0,10,0,10,0,10,2,7
FileChildWindow::scan_entry,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,9,0,10,8,1,0,10,1,9,1,9,0,10,1,8
FileChildWindow::set_curdir,0,10,0,10,0,10,0,10,0,10,0,10,1,9,0,10,1,8,1,9,7,2,0,10,1,9,1,9,0,10,1,8
FileChildWindow::set_focus_pane,1,10,0,11,2,9,1,10,1,10,0,11,1,10,1,10,1,8,1,9,5,4,1,10,1,9,1,10,0,11,3,6
FileChildWindow::switch_focus_pane,0,11,0,11,2,9,0,11,0,11,0,11,0,11,0,11,1,9,1,9,4,5,0,11,0,10,0,11,0,11,3,6
FileChildWindow::WndProc,1,10,1,10,0,11,1,10,1,10,0,11,1,10,1,10,2,7,0,10,4,5,1,10,0,11,0,11,0,11,3,7
FileChildWndInfo::FileChildWndInfo,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1
FileSysShellPath::FileSysShellPath,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
FileSysShellPath::operator LPCTSTR,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1
FileTypeManager::is_exe_file,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,2,0,2,0,2,0,2,1,1
FileTypeManager::operator[],0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,2,0,2,0,2,0,2,0,1
FileTypeManager::set_type,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,2,0,2,0,2,0,2,0,1
FindProgramDlg::add_entry,0,7,0,7,0,7,0,7,0,7,6,0,0,6,0,7,0,7,0,7,1,6,1,5,0,6,0,7,0,7,2,5
FindProgramDlg::CheckEntries,0,7,0,7,0,7,0,7,0,7,4,1,0,6,0,7,0,7,0,7,0,6,1,6,0,7,0,7,0,7,1,5
FindProgramDlg::collect_programs_callback,0,7,0,7,0,7,0,7,0,7,5,1,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,2,3
FindProgramDlg::Command,0,8,0,8,0,8,0,8,0,8,8,0,0,8,0,8,0,8,0,8,1,7,3,5,0,8,0,8,0,8,1,6
FindProgramDlg::CompareFunc,0,7,0,7,0,7,0,7,0,7,3,3,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,2,4
FindProgramDlg::FindProgramDlg,0,7,0,7,0,7,0,7,0,7,7,0,0,7,0,7,0,7,0,7,1,6,1,5,0,7,0,7,0,7,1,6
FindProgramDlg::LaunchSelected,0,7,0,7,0,7,0,7,0,7,5,2,0,6,0,7,0,7,0,7,1,6,2,3,0,7,0,7,0,7,0,7
FindProgramDlg::Notify,0,7,0,7,0,7,0,7,0,7,6,0,0,6,0,7,0,7,0,7,1,6,1,5,0,6,0,7,0,7,2,5
FindProgramDlg::Refresh,0,7,0,7,0,7,0,7,0,7,6,0,0,7,0,7,0,7,0,7,1,6,2,4,0,7,0,7,0,7,2,4
FindProgramDlg::WndProc,0,7,0,7,0,7,0,7,0,7,6,1,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,3,3
FindProgramDlg::~FindProgramDlg,0,7,0,7,0,7,0,7,0,7,4,3,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,4,3
FlatButton::DrawItem,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,0
FlatButton::FlatButton,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,2,0
