,Show startmenu,,Desktop icon,,Switch the desktop,,Resize the taskbar,,Show and update the clock,,Search for program,,Manage quick launch items,,Taskbar settings,,Change window size,,Show desktop,,"Manage file sytem, drive, directories and files",,Run... dialog,,Drag and drop,,Manage tray icons,,Persistent user state,,General Purpose Code,
SearchMenu::AddEntries,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2
SearchMenu::SearchMenu,2,1,0,2,0,3,1,2,0,3,3,0,0,3,0,3,1,2,0,3,0,3,0,3,1,2,0,3,0,3,0,3
SettingsMenu::AddEntries,2,1,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,2,0,3,0,3,0,2,0,3,1,2
SettingsMenu::SettingsMenu,0,4,0,4,0,4,0,4,1,3,0,4,1,3,0,4,0,4,0,4,1,3,0,4,0,4,1,3,1,3,1,3
ShellBrowser::GetControlWindow,0,4,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,2,2
ShellBrowser::GetWindow,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,1
ShellBrowser::get_image_idx,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2
ShellBrowser::get_root,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,1
ShellBrowser::Init,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,1,2,0,3,0,3,1,1
ShellBrowser::InitDragDrop,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,2,2,0,4,4,0,0,4,0,4,0,4
ShellBrowser::InitializeTree,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,0,3,1,1
ShellBrowser::InsertSubitems,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,1,0,3,0,3,0,3,0,3,0,2
ShellBrowser::invalidate_cache,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,1,2
ShellBrowser::jump_to,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,1,1,0,3,0,3,0,3,0,3,0,2
ShellBrowser::jump_to_pidl,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,1,2
ShellBrowser::MessageSFVCB,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
ShellBrowser::OnDefaultCommand,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,1,2,0,3,0,3,0,3,0,3,1,1
ShellBrowser::OnTreeGetDispInfo,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,2,0,4,0,4,0,4,0,4,1,2
ShellBrowser::OnTreeItemExpanding,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,2,0,4,0,4,0,4,0,4,1,2
ShellBrowser::OnTreeItemRClick,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,2,0,4,0,4,0,4,0,4,1,2
ShellBrowser::OnTreeItemSelected,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,2,0,4,0,4,0,4,0,4,1,2
ShellBrowser::QueryActiveShellView,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,1
ShellBrowser::refresh,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,1
ShellBrowser::select_entry,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,0,3,0,3,0,3,0,3,0,2
ShellBrowser::select_folder,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,0,3,0,3,0,3,0,3,0,2
ShellBrowser::SendControlMsg,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,2,2
ShellBrowser::ShellBrowser,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,2,2
ShellBrowser::UpdateFolderView,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,0,3,0,3,0,3,1,2
ShellBrowser::~ShellBrowser,0,4,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3,0,4,0,4,2,2
ShellBrowserChildT::Notify,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
ShellBrowserChildT::ShellBrowserChildT,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
ShellBrowserChildT::WndProc,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
ShellChildWndInfo::ShellChildWndInfo,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
ShellDirectory::extract_icons,0,8,1,6,0,8,0,8,0,8,1,7,0,8,0,8,0,8,0,7,2,4,1,7,0,8,0,6,0,8,3,5
ShellDirectory::fill_w32fdata_shell,0,8,0,8,0,8,0,8,0,8,1,7,0,8,0,8,0,8,0,8,4,2,1,7,0,8,0,8,0,8,2,5
ShellDirectory::find_entry,0,10,0,10,0,10,0,10,0,10,2,6,0,10,0,10,0,10,0,10,6,4,2,7,0,10,0,10,0,9,2,8
ShellDirectory::get_next_path_component,0,8,0,8,0,8,0,8,0,8,1,5,0,8,0,8,0,8,0,8,4,3,1,6,0,8,0,8,0,8,3,5
ShellDirectory::get_path,1,7,0,8,0,8,0,8,0,8,1,7,0,8,0,8,1,7,0,8,4,3,1,6,0,8,0,8,0,8,3,5
ShellDirectory::get_shell_folder,0,8,0,8,0,8,0,8,0,8,1,7,0,8,0,8,0,8,0,8,3,4,1,6,0,8,0,8,0,8,4,4
ShellDirectory::read_directory,0,9,0,9,0,9,0,9,0,9,2,5,0,9,0,9,0,9,0,9,8,1,2,7,0,9,0,9,0,9,1,8
ShellDirectory::ShellDirectory,3,8,0,12,0,12,0,12,0,12,1,10,2,10,0,12,0,12,0,12,9,3,2,9,0,12,0,12,0,12,2,8
ShellDirectory::~ShellDirectory,3,4,0,8,0,8,0,8,0,8,1,7,0,8,0,8,0,8,0,8,2,6,1,7,0,8,0,8,0,8,3,5
ShellEntry::create_absolute_pidl,0,5,1,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,2,0,5,0,5,0,5,1,4,1,3
ShellEntry::do_context_menu,0,5,1,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,3,0,5,0,5,0,5,0,4,1,2
ShellEntry::GetUIObjectOf,1,3,2,3,0,4,0,4,0,5,0,5,0,4,0,5,0,5,1,4,0,2,0,5,0,5,1,3,0,4,0,3
ShellEntry::get_parent_folder,1,4,1,4,1,4,0,5,0,5,0,5,1,4,0,5,0,5,1,4,2,2,0,5,0,5,0,5,0,4,2,2
ShellEntry::get_path,1,4,1,4,0,5,0,5,0,5,0,5,0,4,0,5,0,5,1,4,2,1,0,4,0,5,0,5,0,4,0,3
ShellEntry::get_shell_folder,0,4,0,4,0,4,0,5,0,5,0,5,0,4,0,5,0,5,0,4,2,2,0,5,0,5,0,5,0,5,1,2
ShellEntry::launch_entry,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,2,2,2,0,5,0,5,0,4,0,4
ShellEntry::ShellEntry,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3,1,2,1,3,0,4,0,4,0,3,1,2
ShellFolder::attach,1,5,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,5,1,4,0,6,0,6,0,6,0,6,3,3
ShellFolder::get_name,2,4,1,5,1,5,0,6,1,5,0,5,1,5,0,6,0,6,2,4,1,4,0,6,0,6,0,6,0,6,3,3
ShellFolder::ShellFolder,2,5,1,6,1,6,0,7,1,6,0,6,2,5,0,7,0,7,2,5,2,4,0,7,0,7,0,7,0,7,3,4
ShellItemEnumerator::ShellItemEnumerator,1,1,0,1,0,2,0,2,0,2,0,1,1,1,0,2,0,2,1,1,1,1,0,2,0,2,0,1,0,2,1,1
ShellLinkPtr::ShellLinkPtr,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
ShellMalloc::operator->,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0
ShellMalloc::ShellMalloc,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0
ShellPath::assign,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,3,0
ShellPath::create_absolute_pidl,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,3,0
ShellPath::GetUIObjectOf,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,3,0
ShellPath::get_folder,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,3,0
ShellPath::operator+=,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,3,0
ShellPath::operator=,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,3,0
ShellPath::ShellPath,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,2,0,4,0,4,0,4,0,4,3,1
ShellPath::split,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,3,0
ShellPathInfo::ShellPathInfo,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
SIfacePtr::CreateInstance,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,4,0,5,0,5,0,4,0,5,0,5,3,1
SIfacePtr::empty,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::Free,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::get,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::operator,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::operator T *,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::operator->,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::operator=,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::QueryInterface,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::SIfacePtr,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,1
SIfacePtr::~SIfacePtr,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,1
SimpleComObject::DecRef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SimpleComObject::IncRef,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmallIcon::operator HICON,2,1,2,0,0,3,0,2,0,2,1,2,0,2,0,2,0,3,1,2,0,2,1,2,0,2,2,1,0,3,0,3
SmallIcon::SmallIcon,2,3,2,2,0,5,0,4,0,4,1,4,1,3,0,4,0,5,1,4,0,4,1,4,0,4,2,3,0,5,1,4
SpecialFolder::SpecialFolder,0,4,0,3,0,3,0,4,0,4,0,4,0,4,0,4,0,4,1,2,1,3,0,4,0,4,0,4,0,4,1,3
SpecialFolderFSPath::operator LPCTSTR,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2
SpecialFolderFSPath::SpecialFolderFSPath,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,0,3,0,3,0,3,0,3
SpecialFolderPath::SpecialFolderPath,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,2,0,2,0,2,0,2,0,2
SShellPtr::Free,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
SShellPtr::operator T const *,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
SShellPtr::operator*,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
SShellPtr::operator->,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
SShellPtr::operator=,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
SShellPtr::SShellPtr,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
SShellPtr::~SShellPtr,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1
SSOThread::Run,0,5,0,5,1,4,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,4,1
StartButton::StartButton,1,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
StartButton::WndProc,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
StartMenu::ActivateEntry,5,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,6,0,6,0,6,0,6
StartMenu::AddButton,5,0,0,5,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,5,0,6,0,6,0,6
StartMenu::AddEntries,5,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,5,0,6,0,6,0,6
StartMenu::AddEntry,4,1,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,5,0,6,0,6,1,5
StartMenu::AddSeparator,5,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,5,0,6,0,6,0,6
StartMenu::AddShellEntries,5,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,5,0,6,0,6,0,6
StartMenu::CloseOtherSubmenus,5,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,6,0,6,0,6,0,6
StartMenu::CloseStartMenu,6,1,1,6,1,6,1,6,0,7,0,7,0,7,0,7,0,7,1,5,0,7,0,7,1,6,0,7,0,7,0,7
StartMenu::CloseSubmenus,5,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,6,0,7,0,7,0,7,0,7,0,7,0,7
StartMenu::Command,5,0,0,7,0,6,1,6,0,7,0,6,0,7,1,6,0,7,1,6,0,7,1,6,1,6,0,7,0,7,0,6
StartMenu::Create,7,0,0,8,1,7,1,7,0,8,0,7,0,8,1,7,0,8,1,7,0,8,1,7,1,7,0,8,0,8,0,8
StartMenu::CreateSubmenu,5,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,6,0,6,0,5,0,6,0,6,0,6
StartMenu::DrawArrows,6,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7
StartMenu::DrawFloatingButton,6,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5
StartMenu::GetArrowButtonRects,6,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5
StartMenu::GetButtonRect,7,0,0,6,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,6
StartMenu::GetFloatingButtonRect,6,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5
StartMenu::GetWndClasss,5,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,5
StartMenu::Init,8,0,0,8,1,7,1,7,0,8,0,7,0,8,1,7,0,8,1,6,0,8,1,7,1,7,0,8,0,8,0,8
StartMenu::Paint,8,0,0,8,1,7,1,7,0,8,0,8,0,8,1,7,0,8,1,7,0,8,0,8,0,8,0,8,0,8,0,8
StartMenu::ResizeButtons,4,0,0,7,0,6,1,6,0,7,0,6,0,7,1,6,0,7,1,6,0,7,1,6,1,6,0,7,0,7,0,6
StartMenu::StartMenu,9,0,0,9,1,8,1,8,0,9,0,8,0,9,1,8,0,9,1,7,0,9,1,8,1,8,0,9,0,9,0,9
StartMenu::UpdateIcons,6,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7
StartMenu::WndProc,7,0,0,7,0,6,1,6,0,7,0,5,0,7,1,6,0,7,1,6,0,7,1,5,1,6,0,7,0,7,0,7
StartMenu::~StartMenu,6,0,0,7,1,6,1,6,0,7,0,6,0,7,1,6,0,7,1,5,0,7,1,6,1,6,0,7,0,7,0,7
StartMenuButton::DrawItem,1,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
StartMenuButton::StartMenuButton,4,0,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4
StartMenuButton::WndProc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StartMenuCreateInfo::StartMenuCreateInfo,5,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5
StartMenuCtrl::StartMenuCtrl,2,0,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
StartMenuDirectory::StartMenuDirectory,3,1,0,4,0,4,0,4,0,4,1,2,0,3,0,4,0,4,0,4,1,3,2,2,0,4,0,4,0,4,0,4
StartMenuDirectory::~StartMenuDirectory,3,1,0,4,0,4,0,4,0,4,1,3,0,4,0,4,0,4,0,4,1,3,2,2,0,4,0,4,0,4,0,4
StartMenuEntry::StartMenuEntry,1,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
StartMenuHandler::Command,1,0,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,2,0,3,0,3,0,1,0,3,0,3,0,3,0,1
StartMenuHandler::ShowLaunchDialog,3,1,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,2,0,5,0,5,0,5,0,5
StartMenuHandler::ShowLogoffDialog,2,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,2
StartMenuHandler::ShowRestartDialog,2,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,2
StartMenuHandler::ShowSearchComputer,2,0,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
StartMenuHandler::ShowSearchDialog,2,1,0,4,0,4,0,4,0,4,3,1,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4
StartMenuHandler::StartMenuHandler,1,2,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,3,0,4,0,4,0,4,0,4
StartMenuRoot::AddEntries,3,0,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,4,0,5,0,5,0,5,1,4,1,4,1,4
StartMenuRoot::CloseStartMenu,4,0,1,4,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,1,4
StartMenuRoot::Create,5,1,1,4,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,5,0,5,0,6,0,6,1,5,1,5,0,4
StartMenuRoot::GetLogoResId,4,1,1,3,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,1,3
StartMenuRoot::Init,4,1,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,1,4,0,5,0,5,0,5,1,4,1,4,1,4
StartMenuRoot::Paint,3,1,0,4,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,4,0,5,0,5,0,5,0,5,0,5,2,2
StartMenuRoot::ProcessKey,5,0,0,5,0,5,0,5,0,5,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,4,0,4,1,4,1,3
