,Show startmenu,,Desktop icon,,Switch the desktop,,Resize the taskbar,,Show and update the clock,,Search for program,,Manage quick launch items,,Taskbar settings,,Change window size,,Show desktop,,"Manage file sytem, drive, directories and files",,Run... dialog,,Drag and drop,,Manage tray icons,,Persistent user state,,General Purpose Code,
StartMenuRoot::ReadLogoSize,4,1,1,2,0,5,0,4,0,5,0,5,0,4,0,5,0,5,0,5,0,5,0,5,0,5,1,4,1,4,0,4
StartMenuRoot::StartMenuRoot,8,0,0,6,0,7,0,8,0,8,1,7,1,7,0,8,0,8,0,8,1,7,1,7,0,8,0,8,0,7,0,6
StartMenuRoot::TrackStartmenu,5,1,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,2,4,1,5
StartMenuRoot::WndProc,3,0,1,4,0,4,0,5,0,5,0,5,0,5,0,5,0,4,1,4,0,5,0,5,0,5,1,4,0,4,1,3
StartMenuSeparator::StartMenuSeparator,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
StartmenuSettingsDlg::Command,1,0,0,2,0,2,0,2,0,2,0,1,0,2,1,1,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2
StartmenuSettingsDlg::StartmenuSettingsDlg,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
Static::Static,1,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1
StrRetA::GetString,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
StrRetA::~StrRetA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
StrRetW::GetString,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
StrRetW::~StrRetW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SubclassedWindow::Command,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,3,1
SubclassedWindow::Notify,0,6,1,4,1,4,0,6,0,6,0,6,0,6,0,6,0,6,1,3,0,6,0,6,0,6,0,6,0,6,3,1
SubclassedWindow::SubclassedWindow,0,6,0,6,0,5,0,6,1,5,1,4,1,5,1,5,0,5,1,4,1,5,1,4,1,5,1,5,0,6,2,2
SubclassedWindow::SubclassedWndProc,0,6,0,6,0,6,0,5,0,6,0,6,0,6,0,6,0,5,0,5,0,6,0,5,0,6,0,6,0,6,2,2
SubclassedWindow::WndProc,1,5,0,5,1,4,0,6,0,6,0,6,2,3,0,6,0,5,1,3,0,6,0,5,0,5,0,5,0,6,3,1
SysCacheIcon::SysCacheIcon,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
TaskBar::ActivateApp,0,7,0,7,0,7,0,7,0,7,0,7,1,6,0,7,1,6,0,7,0,7,1,6,0,7,0,7,0,6,2,3
TaskBar::Command,0,9,0,9,0,9,0,9,0,9,0,9,1,8,0,9,0,9,0,8,0,9,1,7,0,8,1,8,0,9,4,4
TaskBar::Create,2,7,1,8,1,8,2,7,1,8,0,9,2,7,5,3,0,8,0,9,0,9,0,9,0,9,1,8,0,9,3,6
TaskBar::EnumWndProc,0,8,0,8,0,7,2,4,0,7,0,8,0,8,0,8,0,7,0,8,0,8,0,8,0,8,1,7,0,8,5,2
TaskBar::Init,1,8,0,9,0,9,2,7,0,9,0,9,1,8,3,6,0,9,0,9,0,9,0,9,0,9,0,9,0,9,4,5
TaskBar::Notify,2,7,0,9,0,8,3,5,0,9,0,9,0,9,1,8,1,8,0,9,0,9,0,9,0,8,1,8,0,9,4,5
TaskBar::Refresh,2,8,0,10,0,10,7,2,2,8,0,10,1,9,0,8,0,10,0,10,0,10,0,10,0,10,2,8,0,10,3,7
TaskBar::ResizeButtons,0,10,0,10,0,10,7,2,0,10,0,10,0,10,0,9,0,9,0,10,0,10,0,10,0,10,1,9,0,10,2,8
TaskBar::ShowAppSystemMenu,5,2,0,8,0,8,0,8,1,7,0,8,0,8,0,8,0,7,0,8,0,8,0,8,0,8,0,8,0,8,1,7
TaskBar::TaskBar,2,8,1,10,1,10,4,7,1,11,0,12,0,12,6,4,1,11,0,12,0,12,0,12,0,12,0,12,0,12,3,9
TaskBar::WndProc,1,8,0,9,0,9,4,4,0,9,0,9,0,9,5,4,0,9,0,9,0,9,0,9,0,8,1,8,1,8,3,6
TaskBar::~TaskBar,1,7,0,8,0,8,0,8,0,8,0,8,0,8,2,6,0,8,0,8,0,8,0,8,0,8,0,8,0,8,4,3
TaskBarEntry::TaskBarEntry,0,6,0,6,0,6,1,4,0,6,0,6,0,6,4,2,0,6,0,6,0,6,0,6,0,6,1,5,0,6,1,5
TaskBarMap::find_id,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TaskBarMap::~TaskBarMap,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
TaskbarSettingsDlg::Command,0,2,0,2,0,2,2,0,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2
TaskbarSettingsDlg::Notify,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TaskbarSettingsDlg::TaskbarSettingsDlg,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
ToolTip::activate,2,4,2,4,1,5,1,5,2,4,1,5,2,4,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,3,3
ToolTip::add,2,4,2,4,1,5,1,5,3,3,1,5,2,4,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,3,3
ToolTip::remove,2,4,2,4,1,5,1,5,2,4,1,5,1,4,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,3,3
ToolTip::ToolTip,2,4,2,4,1,5,1,5,2,4,1,5,2,4,2,4,1,5,1,5,1,5,1,5,1,5,1,5,1,5,3,3
TrayIcon::Add,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,4,0,0,4,0,4
TrayIcon::Modify,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,3,0,0,3,0,3
TrayIcon::Remove,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,4,0,0,4,0,4
TrayIcon::Set,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,4,0,0,4,0,4
TrayIcon::TrayIcon,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,2,1
TrayIcon::~TrayIcon,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,2,1
TrayIconControllerTemplate::AddTrayIcons,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1
TrayIconControllerTemplate::TrayClick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrayIconControllerTemplate::TrayDblClick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrayIconControllerTemplate::TrayIconControllerTemplate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrayIconControllerTemplate::TrayMouseOver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrayIconControllerTemplate::WndProc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TrayNotifyDlg::Command,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,1,2
TrayNotifyDlg::InsertItem,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,1,2
TrayNotifyDlg::Notify,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,1,2
TrayNotifyDlg::Refresh,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,0,3
TrayNotifyDlg::RefreshProperties,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,3,2,1,0,3,1,2
TrayNotifyDlg::SetIconMode,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,1,2
TrayNotifyDlg::TrayNotifyDlg,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,1,1
TrayNotifyDlg::WndProc,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,1,0,3,1,2
TrayNotifyDlg::~TrayNotifyDlg,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1,0,3,1,2
TypeCheck::dyn_cast,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,1,1
UnicodeString::operator LPCWSTR,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,2,1
UnicodeString::UnicodeString,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,3,0
WebChildWindow::BeforeNavigate2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::ClientToHostWindow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::CommandStateChange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::create,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::DocumentComplete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::DownloadBegin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::FileDownload,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::FrameBeforeNavigate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::FrameNavigateComplete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::FrameNewWindow,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::jump_to_int,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::NavigateComplete2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::NavigateError,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::NewWindow2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::OnAddressbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::OnFullscreen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::OnMenubar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::OnQuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::OnStatusbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::OnTheatermode,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::OnToolbar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::OnVisible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::PrivacyImpactedStateChange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::ProgressChange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::PropertyChange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::SetSecureLockIcon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::StatusTextChange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::TitleChange,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
WebChildWindow::TitleIconChange,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
WebChildWindow::WebChildWindow,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
WebChildWindow::WindowActivate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::WindowClosing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::WindowMove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::WindowResize,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
WebChildWindow::WindowSetHeight,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::WindowSetLeft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::WindowSetResizable,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::WindowSetTop,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::WindowSetWidth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WebChildWindow::WndProc,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
WebChildWndInfo::WebChildWndInfo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WinDirectory::find_entry,0,6,0,7,0,7,0,8,0,7,5,1,0,8,0,8,0,8,0,6,6,1,1,5,0,8,0,8,0,5,0,6
WinDirectory::get_next_path_component,0,6,0,6,0,7,0,7,0,6,3,3,0,6,0,7,0,7,0,6,4,2,1,4,0,7,0,7,0,4,3,2
WinDirectory::read_directory,0,6,0,7,0,8,0,7,0,7,3,4,1,7,0,8,0,8,1,5,8,0,2,5,0,8,0,8,1,5,1,7
WinDirectory::WinDirectory,0,7,0,7,0,7,0,7,0,7,3,3,2,5,1,6,1,6,1,6,6,2,1,4,1,6,1,6,1,2,1,4
WinDirectory::~WinDirectory,0,4,0,5,0,6,0,6,1,4,2,3,0,5,0,5,0,6,1,4,4,2,1,4,0,6,0,6,1,2,3,4
Window::CancelModes,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
Window::Command,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
Window::Create,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1
Window::create_controller,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,2,0,2,0,1,0,2,0,2,2,0
Window::create_mdi_child,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
Window::DialogProc,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,0,0,2,0,2,0,2,1,1
Window::dispatch_dialog_msg,0,0,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,1
Window::GetStaticWindowData,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
Window::get_window,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,2,0,2,0,2,0,2,0,2,1,1
Window::Init,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2
Window::MDICBTHookProc,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
Window::MessageLoop,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0
Window::Notify,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
Window::PostParent,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0
Window::pretranslate_msg,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
Window::PropSheetCBTHookProc,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
Window::register_dialog,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
Window::register_pretranslate,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
Window::SendParent,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,1,1
Window::unregister_dialog,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0
Window::unregister_pretranslate,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1
Window::Window,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,2,1,1,1,1,0,3,0,3,1,2,0,3,0,3,1,2
Window::WindowWndProc,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0
Window::WndProc,0,2,0,2,0,2,0,2,1,1,0,2,0,2,1,1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1
Window::~Window,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0
WindowClass::operator ATOM,1,7,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,4,1
WindowClass::operator LPCTSTR,1,7,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,4,2
WindowClass::Register,1,7,0,7,0,6,0,8,0,8,0,8,0,8,0,8,0,8,0,6,0,8,0,8,0,8,0,7,0,8,5,3
WindowClass::WindowClass,2,5,1,5,1,6,1,7,1,6,0,7,0,8,1,7,0,6,1,5,0,7,0,7,0,8,0,7,0,8,5,2
WindowCreator::window_creator,0,4,0,4,0,4,0,4,1,3,1,3,0,3,1,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,3
WindowCreatorInfo::window_creator,1,1,0,2,0,2,0,2,0,2,0,1,0,1,0,1,0,2,0,2,1,1,0,1,0,2,0,2,0,2,0,2
WinEntry::create_absolute_pidl,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,0,3,2,1
WinEntry::get_path,0,3,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,0,3,1,2,0,3,0,3,0,3,0,3,2,1
WinEntry::WinEntry,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,1,0,2,0,2,0,2,0,2,1,1
